OTU,Kingdom,Phylum ,Class,Order,Family,Genus,Species
New.CleanUp.ReferenceOTU3859,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Parviterribacteraceae,Parviterribacter,uncultured bacterium
New.CleanUp.ReferenceOTU3857,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU6658,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,
New.CleanUp.ReferenceOTU6659,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,
New.CleanUp.ReferenceOTU3856,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU6650,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,uncultured bacterium
New.CleanUp.ReferenceOTU6656,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,,
New.CleanUp.ReferenceOTU6657,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,
New.CleanUp.ReferenceOTU6654,Unassigned,,,,,,
New.CleanUp.ReferenceOTU6655,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU10193,Unassigned,,,,,,
New.CleanUp.ReferenceOTU10199,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,uncultured,uncultured Marinobacter sp.
New.CleanUp.ReferenceOTU634,Unassigned,,,,,,
New.CleanUp.ReferenceOTU5688,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU5689,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU5685,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter sp. NISOC_03
New.CleanUp.ReferenceOTU5686,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter sp. NISOC_03
New.CleanUp.ReferenceOTU5680,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides
New.CleanUp.ReferenceOTU5681,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
New.CleanUp.ReferenceOTU5682,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.CleanUp.ReferenceOTU5683,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU10221,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
New.CleanUp.ReferenceOTU22428,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU3136,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia, Ambiguous_taxa
New.CleanUp.ReferenceOTU3137,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,
New.CleanUp.ReferenceOTU3686,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,,
New.CleanUp.ReferenceOTU3687,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,,
New.CleanUp.ReferenceOTU3685,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,,
New.CleanUp.ReferenceOTU3682,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU3681,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,
New.CleanUp.ReferenceOTU3688,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,Chlamydiales bacterium CRIB 32,Chlamydiales bacterium CRIB 32
New.CleanUp.ReferenceOTU11861,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,
New.CleanUp.ReferenceOTU15375,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,uncultured bacterium
New.CleanUp.ReferenceOTU4489,Unassigned,,,,,,
New.CleanUp.ReferenceOTU4483,Unassigned,,,,,,
New.CleanUp.ReferenceOTU18558,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU11139,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU7545,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU7540,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
New.CleanUp.ReferenceOTU7542,Unassigned,,,,,,
New.CleanUp.ReferenceOTU3918,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,
New.CleanUp.ReferenceOTU3917,Unassigned,,,,,,
New.CleanUp.ReferenceOTU3914,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU3910,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU3911,Unassigned,,,,,,
New.CleanUp.ReferenceOTU17994,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU6241,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU6240,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus
New.CleanUp.ReferenceOTU6244,Unassigned,,,,,,
New.CleanUp.ReferenceOTU6248,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,uncultured bacterium
New.CleanUp.ReferenceOTU20858,Unassigned,,,,,,
New.CleanUp.ReferenceOTU10423,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU10427,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
New.CleanUp.ReferenceOTU9987,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU9989,Unassigned,,,,,,
New.CleanUp.ReferenceOTU13191,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7112,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU7110,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU7119,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,uncultured bacterium
New.CleanUp.ReferenceOTU19637,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU19091,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU7801,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7802,Unassigned,,,,,,
New.CleanUp.ReferenceOTU2473,Unassigned,,,,,,
New.CleanUp.ReferenceOTU338,Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU339,Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU336,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4 lineage,
New.CleanUp.ReferenceOTU337,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 3,
New.CleanUp.ReferenceOTU334,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,
New.CleanUp.ReferenceOTU335,Unassigned,,,,,,
New.CleanUp.ReferenceOTU332,Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU333,Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU330,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,
New.CleanUp.ReferenceOTU331,Bacteria,Cyanobacteria,Chloroplast,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU9406,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU5531,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU14512,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU15926,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
New.CleanUp.ReferenceOTU4917,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU4913,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU4912,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU4918,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU2458,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU2451,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU2456,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
New.CleanUp.ReferenceOTU2457,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,uncultured bacterium
New.CleanUp.ReferenceOTU17389,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU17388,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
New.CleanUp.ReferenceOTU16382,Unassigned,,,,,,
New.CleanUp.ReferenceOTU16380,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Candidatus Cardinium,
New.CleanUp.ReferenceOTU3706,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,
New.CleanUp.ReferenceOTU3705,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,
New.CleanUp.ReferenceOTU8113,Unassigned,,,,,,
New.CleanUp.ReferenceOTU8117,Unassigned,,,,,,
New.CleanUp.ReferenceOTU3700,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,
New.CleanUp.ReferenceOTU1437,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1436,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1431,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1439,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Ochrobactrum pseudogrignonense
New.CleanUp.ReferenceOTU538,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,,
New.CleanUp.ReferenceOTU539,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermoparaffinivorans
New.CleanUp.ReferenceOTU534,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
New.CleanUp.ReferenceOTU535,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
New.CleanUp.ReferenceOTU536,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Ambiguous_taxa
New.CleanUp.ReferenceOTU537,Unassigned,,,,,,
New.CleanUp.ReferenceOTU530,Bacteria,TM6 (Dependentiae),,,,,
New.CleanUp.ReferenceOTU531,Unassigned,,,,,,
New.CleanUp.ReferenceOTU532,Bacteria,TM6 (Dependentiae),,,,,
New.CleanUp.ReferenceOTU533,Bacteria,TM6 (Dependentiae),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU3497,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
New.CleanUp.ReferenceOTU3496,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
New.CleanUp.ReferenceOTU3495,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
New.CleanUp.ReferenceOTU3494,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
New.CleanUp.ReferenceOTU3493,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
New.CleanUp.ReferenceOTU3492,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
New.CleanUp.ReferenceOTU3491,Bacteria,Proteobacteria,Gammaproteobacteria,HTA4,uncultured Methylococcaceae bacterium,uncultured Methylococcaceae bacterium,uncultured Methylococcaceae bacterium
New.CleanUp.ReferenceOTU3490,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
New.CleanUp.ReferenceOTU3498,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU16525,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus
New.CleanUp.ReferenceOTU9640,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7772,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7779,Unassigned,,,,,,
New.CleanUp.ReferenceOTU4140,Bacteria,Parcubacteria,Candidatus Moranbacteria,Candidatus Moranbacteria bacterium GW2011_GWC2_40_12,Candidatus Moranbacteria bacterium GW2011_GWC2_40_12,Candidatus Moranbacteria bacterium GW2011_GWC2_40_12,Candidatus Moranbacteria bacterium GW2011_GWC2_40_12
New.CleanUp.ReferenceOTU4142,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
New.CleanUp.ReferenceOTU4144,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula,
New.CleanUp.ReferenceOTU4145,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,
New.CleanUp.ReferenceOTU4147,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,
New.CleanUp.ReferenceOTU4148,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU4149,Unassigned,,,,,,
New.CleanUp.ReferenceOTU18290,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU18295,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
New.CleanUp.ReferenceOTU5431,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,uncultured bacterium
New.CleanUp.ReferenceOTU7481,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7484,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,uncultured actinobacterium,uncultured actinobacterium
New.CleanUp.ReferenceOTU14671,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14672,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14679,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU773,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU8931,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas allosaccharophila
New.CleanUp.ReferenceOTU8933,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas allosaccharophila
New.CleanUp.ReferenceOTU6164,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,
New.CleanUp.ReferenceOTU6165,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia sp. SBS
New.CleanUp.ReferenceOTU6163,Unassigned,,,,,,
New.CleanUp.ReferenceOTU6168,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,uncultured bacterium
New.CleanUp.ReferenceOTU770,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU12637,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,uncultured bacterium
New.CleanUp.ReferenceOTU279,Unassigned,,,,,,
New.CleanUp.ReferenceOTU278,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
New.CleanUp.ReferenceOTU273,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU272,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 12,uncultured bacterium
New.CleanUp.ReferenceOTU271,Bacteria,TM6 (Dependentiae),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU270,Unassigned,,,,,,
New.CleanUp.ReferenceOTU277,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,
New.CleanUp.ReferenceOTU276,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,
New.CleanUp.ReferenceOTU275,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,
New.CleanUp.ReferenceOTU274,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Candidatus Protochlamydia sp. cvE14
New.CleanUp.ReferenceOTU8255,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria rosea
New.CleanUp.ReferenceOTU21148,Unassigned,,,,,,
New.CleanUp.ReferenceOTU21140,Unassigned,,,,,,
New.CleanUp.ReferenceOTU21146,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU13248,Unassigned,,,,,,
New.CleanUp.ReferenceOTU11414,Unassigned,,,,,,
New.CleanUp.ReferenceOTU11412,Unassigned,,,,,,
New.CleanUp.ReferenceOTU11418,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,uncultured bacterium
New.CleanUp.ReferenceOTU15887,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermoparaffinivorans
New.CleanUp.ReferenceOTU4892,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU4893,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU4896,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
New.CleanUp.ReferenceOTU4897,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14826,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14829,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14828,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU21426,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
New.CleanUp.ReferenceOTU2393,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus
New.CleanUp.ReferenceOTU2390,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
New.CleanUp.ReferenceOTU2396,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
New.CleanUp.ReferenceOTU2395,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,uncultured Aeromonas sp.
New.CleanUp.ReferenceOTU2399,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cloacibacterium,uncultured bacterium
New.CleanUp.ReferenceOTU2398,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,uncultured bacterium
New.CleanUp.ReferenceOTU4763,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU4764,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU4768,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,uncultured bacterium
New.CleanUp.ReferenceOTU2648,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
